Time,App_Name,Inactivity Duration(s),Keystroke_Count,Speed(ms),Prev_PAM_Val,PAM_Val,example_id
2021-09-10 15:30:00,explorer.exe,2659.598388671875,87,2.655029058456421,2.0,2,5
2021-09-10 16:00:00,explorer.exe,2808.0732421875,87,2.602282285690308,2.0,2,5
2021-09-10 16:30:00,explorer.exe,4615.39501953125,87,2.7307333946228027,2.0,2,5
2021-09-10 17:00:00,explorer.exe,7882.2939453125,87,3.033872127532959,2.0,2,5
2021-09-10 13:30:00,explorer.exe,4048.42431640625,189,8.100320816040039,0.0,2,6
2021-09-10 14:00:00,explorer.exe,4272.412109375,181,9.415529251098633,2.0,2,6
2021-09-10 14:30:00,explorer.exe,3301.064697265625,87,8.082365989685059,2.0,2,6
2021-09-10 15:00:00,explorer.exe,3048.132568359375,87,7.907702922821045,2.0,2,6
2021-09-10 15:30:00,explorer.exe,4304.9228515625,87,7.542960166931152,2.0,2,6
2021-09-10 16:00:00,explorer.exe,3434.999267578125,197,6.475240230560303,2.0,2,6
2021-09-10 16:30:00,explorer.exe,2750.089599609375,87,7.351468086242676,2.0,2,6
2021-09-10 17:00:00,explorer.exe,2097.073486328125,87,10.636147499084473,2.0,2,6
2021-09-10 13:30:00,brave.exe,5369.2275390625,214,12.759577751159668,0.0,3,7
2021-09-10 14:00:00,brave.exe,5586.81298828125,181,14.803848266601562,3.0,1,7
2021-09-10 14:30:00,opera.exe,5073.578125,181,14.668977737426758,1.0,1,7
2021-09-10 15:00:00,TopTracker.exe,6486.31005859375,181,14.949017524719238,1.0,3,7
2021-09-10 15:30:00,opera.exe,6374.26611328125,200,15.256437301635742,3.0,3,7
2021-09-10 16:00:00,opera.exe,5150.828125,181,13.75553035736084,3.0,3,7
2021-09-10 16:30:00,explorer.exe,5049.97802734375,189,8.167202949523926,3.0,2,7
2021-09-10 17:00:00,explorer.exe,3330.40185546875,434,8.794172286987305,2.0,2,7
2021-09-10 13:30:00,opera.exe,5751.88818359375,181,11.932387351989746,0.0,3,8
2021-09-10 14:00:00,opera.exe,4336.9775390625,181,12.146698951721191,3.0,3,8
2021-09-10 14:30:00,opera.exe,4119.9677734375,181,15.413703918457031,3.0,3,8
2021-09-10 15:00:00,opera.exe,3744.8564453125,181,14.77363109588623,3.0,3,8
2021-09-10 15:30:00,opera.exe,4093.057861328125,181,15.031729698181152,3.0,3,8
2021-09-10 16:00:00,brave.exe,5106.720703125,181,15.494032859802246,3.0,3,8
2021-09-10 16:30:00,opera.exe,4455.13818359375,200,13.981622695922852,3.0,3,8
2021-09-10 17:00:00,explorer.exe,3402.704833984375,189,9.27389144897461,3.0,2,8
2021-09-10 13:30:00,TopTracker.exe,8035.64501953125,133,9.807043075561523,0.0,3,9
2021-09-10 14:00:00,opera.exe,5762.7138671875,214,11.521095275878906,3.0,3,9
2021-09-10 14:30:00,opera.exe,5368.05517578125,189,10.895604133605955,3.0,3,9
2021-09-10 15:00:00,explorer.exe,4540.80712890625,189,9.589838027954102,3.0,2,9
2021-09-10 15:30:00,opera.exe,4426.16943359375,181,11.34425926208496,2.0,3,9
2021-09-10 16:00:00,opera.exe,6126.65478515625,181,12.720072746276855,3.0,2,9
2021-09-10 16:30:00,explorer.exe,7087.68408203125,361,11.061863899230955,2.0,2,9
2021-09-10 17:00:00,explorer.exe,3918.541015625,189,7.32750129699707,2.0,2,9
2021-09-10 13:30:00,explorer.exe,4980.0791015625,189,9.030441284179688,0.0,1,10
2021-09-10 14:00:00,explorer.exe,3148.66748046875,87,8.057852745056152,1.0,2,10
2021-09-10 14:30:00,explorer.exe,4703.7666015625,197,5.443174839019775,2.0,2,10
2021-09-10 15:00:00,explorer.exe,2734.91552734375,87,4.6832122802734375,2.0,2,10
2021-09-10 15:30:00,explorer.exe,1773.3092041015625,87,5.26917839050293,2.0,2,10
2021-09-10 16:00:00,explorer.exe,1514.53515625,87,3.706675529479981,2.0,2,10
2021-09-10 16:30:00,explorer.exe,1139.2457275390625,87,4.528899192810059,2.0,2,10
2021-09-10 17:00:00,explorer.exe,1515.56591796875,87,6.703264236450195,2.0,1,10
2021-09-10 13:30:00,explorer.exe,5494.31298828125,144,9.425283432006836,0.0,2,11
2021-09-10 14:00:00,explorer.exe,4736.17626953125,142,7.774463176727295,2.0,2,11
2021-09-10 14:30:00,explorer.exe,2864.552490234375,87,6.481969356536865,2.0,2,11
2021-09-10 15:00:00,explorer.exe,1323.5506591796875,87,4.499673366546631,2.0,1,11
2021-09-10 15:30:00,explorer.exe,1424.9248046875,76,6.136837959289551,1.0,1,11
2021-09-10 16:00:00,explorer.exe,1164.731689453125,87,7.194875717163086,1.0,1,11
2021-09-10 16:30:00,explorer.exe,1331.2012939453125,181,9.775169372558594,1.0,1,11
2021-09-10 17:00:00,explorer.exe,1864.6163330078125,87,9.553194999694824,1.0,1,11
2021-09-10 13:30:00,TopTracker.exe,7080.087890625,280,12.697571754455566,0.0,3,12
2021-09-10 14:00:00,opera.exe,5594.56201171875,181,12.903292655944824,3.0,3,12
2021-09-10 14:30:00,opera.exe,4214.37255859375,181,10.952861785888672,3.0,3,12
2021-09-10 15:00:00,opera.exe,4002.737548828125,200,12.069064140319824,3.0,3,12
2021-09-10 15:30:00,explorer.exe,2958.9228515625,87,6.25538444519043,3.0,2,12
2021-09-10 16:00:00,explorer.exe,1825.9617919921875,87,3.300233125686645,2.0,2,12
2021-09-10 16:30:00,explorer.exe,1279.0328369140625,87,2.875606060028076,2.0,2,12
2021-09-10 17:00:00,explorer.exe,2539.8515625,87,3.225691795349121,2.0,2,12
2021-09-10 13:30:00,brave.exe,6111.57666015625,189,11.08212947845459,0.0,3,13
2021-09-10 14:00:00,brave.exe,5913.83447265625,181,13.850469589233398,3.0,3,13
2021-09-10 14:30:00,brave.exe,5840.94091796875,181,12.308419227600098,3.0,3,13
2021-09-10 15:00:00,explorer.exe,6414.5390625,189,9.40751838684082,3.0,3,13
2021-09-10 15:30:00,explorer.exe,5047.2978515625,189,8.713790893554688,3.0,2,13
2021-09-10 16:00:00,explorer.exe,2978.085693359375,87,5.660399436950684,2.0,2,13
2021-09-10 16:30:00,explorer.exe,2150.552734375,87,9.482646942138672,2.0,2,13
2021-09-10 17:00:00,explorer.exe,2070.30615234375,87,7.319008350372314,2.0,2,13
2021-09-10 13:30:00,explorer.exe,4913.3017578125,189,9.2108154296875,0.0,2,14
2021-09-10 14:00:00,explorer.exe,3820.93603515625,87,7.018907070159912,2.0,2,14
2021-09-10 14:30:00,explorer.exe,2736.847900390625,87,4.064245700836182,2.0,2,14
2021-09-10 15:00:00,explorer.exe,902.290771484375,87,2.469181776046753,2.0,2,14
2021-09-10 15:30:00,explorer.exe,777.3631591796875,87,2.450281381607056,2.0,2,14
2021-09-10 16:00:00,explorer.exe,1616.5823974609375,87,2.6118593215942383,2.0,2,14
2021-09-10 16:30:00,explorer.exe,2735.281005859375,87,2.8277781009674072,2.0,2,14
2021-09-10 17:00:00,explorer.exe,4654.54541015625,87,3.119415044784546,2.0,2,14
2021-09-10 13:30:00,Skype.exe,7187.80126953125,200,11.946269989013672,0.0,2,15
2021-09-10 14:00:00,Skype.exe,6554.412109375,189,9.82967758178711,2.0,3,15
2021-09-10 14:30:00,Skype.exe,6582.90185546875,189,11.28262424468994,3.0,3,15
2021-09-10 15:00:00,brave.exe,6443.96240234375,118,13.22597599029541,3.0,3,15
2021-09-10 15:30:00,devenv.exe,6463.513671875,181,12.234100341796877,3.0,3,15
2021-09-10 16:00:00,explorer.exe,5075.22509765625,142,10.03523063659668,3.0,2,15
2021-09-10 16:30:00,explorer.exe,2878.41064453125,87,9.5673246383667,2.0,2,15
2021-09-10 17:00:00,explorer.exe,1778.8843994140625,87,5.014030456542969,2.0,2,15
2021-09-10 13:30:00,explorer.exe,3071.916259765625,87,9.472792625427246,0.0,2,16
2021-09-10 14:00:00,explorer.exe,4505.40283203125,87,5.1888837814331055,2.0,2,16
2021-09-10 14:30:00,explorer.exe,1934.7568359375,87,5.235507965087891,2.0,2,16
2021-09-10 15:00:00,explorer.exe,1130.3958740234375,87,3.1425251960754395,2.0,2,16
2021-09-10 15:30:00,explorer.exe,1422.0428466796875,87,3.172844409942627,2.0,2,16
2021-09-10 16:00:00,explorer.exe,1158.230224609375,87,2.496345043182373,2.0,2,16
2021-09-10 16:30:00,explorer.exe,2183.9892578125,87,2.686694622039795,2.0,2,16
2021-09-10 17:00:00,explorer.exe,3727.798828125,87,3.572112560272217,2.0,2,16
2021-09-10 13:30:00,explorer.exe,7190.88330078125,197,10.175980567932127,0.0,2,17
2021-09-10 14:00:00,explorer.exe,5913.6044921875,101,5.458250045776367,2.0,2,17
2021-09-10 14:30:00,explorer.exe,3361.50244140625,87,5.369185447692871,2.0,2,17
2021-09-10 15:00:00,explorer.exe,2514.108642578125,87,5.914419174194336,2.0,2,17
2021-09-10 15:30:00,explorer.exe,1601.68896484375,87,4.81129264831543,2.0,2,17
2021-09-10 16:00:00,explorer.exe,2027.898193359375,87,3.016840696334839,2.0,2,17
2021-09-10 16:30:00,explorer.exe,3463.480712890625,87,3.200840473175049,2.0,2,17
2021-09-10 17:00:00,explorer.exe,3485.42578125,87,3.025424003601074,2.0,2,17
2021-09-10 13:30:00,opera.exe,5066.5,181,12.478540420532228,0.0,2,18
2021-09-10 14:00:00,explorer.exe,5501.35693359375,323,12.202533721923828,2.0,2,18
2021-09-10 14:30:00,explorer.exe,3400.295654296875,361,6.340182304382324,2.0,2,18
2021-09-10 15:00:00,explorer.exe,1996.43798828125,87,6.834628582000732,2.0,2,18
2021-09-10 15:30:00,explorer.exe,2861.53515625,87,4.539064884185791,2.0,2,18
2021-09-10 16:00:00,explorer.exe,2284.890625,87,3.338954448699951,2.0,2,18
2021-09-10 16:30:00,explorer.exe,6277.18115234375,87,3.354682445526123,2.0,2,18
2021-09-10 17:00:00,explorer.exe,4569.74609375,87,2.937375545501709,2.0,2,18
2021-09-10 13:30:00,opera.exe,5219.27001953125,181,13.939743995666504,0.0,2,19
2021-09-10 14:00:00,opera.exe,4713.904296875,181,11.951743125915527,2.0,2,19
2021-09-10 14:30:00,explorer.exe,3433.05712890625,87,8.502559661865234,2.0,2,19
2021-09-10 15:00:00,explorer.exe,3044.443603515625,87,10.03162670135498,2.0,2,19
2021-09-10 15:30:00,explorer.exe,2680.828125,87,7.127999782562256,2.0,2,19
2021-09-10 16:00:00,explorer.exe,2115.9033203125,87,5.053488731384277,2.0,2,19
2021-09-10 16:30:00,explorer.exe,1649.655029296875,87,5.58747673034668,2.0,2,19
2021-09-10 17:00:00,explorer.exe,1860.90380859375,87,5.156396389007568,2.0,2,19
2021-09-10 13:30:00,explorer.exe,4433.923828125,189,8.998257637023926,0.0,3,20
2021-09-10 14:00:00,explorer.exe,3495.355712890625,87,6.629271030426025,3.0,2,20
2021-09-10 14:30:00,explorer.exe,4658.4287109375,87,6.080768585205078,2.0,2,20
2021-09-10 15:00:00,explorer.exe,2803.111328125,87,4.696161270141602,2.0,2,20
2021-09-10 15:30:00,explorer.exe,3392.754638671875,87,5.4309844970703125,2.0,2,20
2021-09-10 16:00:00,explorer.exe,3934.45458984375,87,5.085724830627441,2.0,2,20
2021-09-10 16:30:00,explorer.exe,3338.01806640625,87,5.825517654418945,2.0,2,20
2021-09-10 17:00:00,explorer.exe,3050.702880859375,434,11.065998077392578,2.0,2,20
2021-09-10 13:30:00,opera.exe,4463.58447265625,181,11.325867652893066,0.0,3,21
2021-09-10 14:00:00,explorer.exe,5596.8271484375,144,10.023870468139648,3.0,1,21
2021-09-10 14:30:00,explorer.exe,5281.9052734375,197,7.716062545776367,1.0,2,21
2021-09-10 15:00:00,explorer.exe,2714.567626953125,87,5.486574172973633,2.0,2,21
2021-09-10 15:30:00,explorer.exe,1995.92822265625,87,4.544133186340332,2.0,2,21
2021-09-10 16:00:00,explorer.exe,1290.712890625,87,2.95886492729187,2.0,2,21
2021-09-10 16:30:00,explorer.exe,1748.2974853515625,87,2.689465045928955,2.0,2,21
2021-09-10 17:00:00,explorer.exe,2560.180419921875,87,3.426376342773437,2.0,2,21
2021-09-10 13:30:00,opera.exe,4174.623046875,181,12.97459602355957,0.0,3,22
2021-09-10 14:00:00,opera.exe,3600.6748046875,181,12.73961353302002,3.0,1,22
2021-09-10 14:30:00,opera.exe,3768.489990234375,181,13.511018753051758,1.0,1,22
2021-09-10 15:00:00,explorer.exe,3127.000244140625,87,7.142280578613281,1.0,2,22
2021-09-10 15:30:00,explorer.exe,2159.530517578125,87,9.135231018066406,2.0,2,22
2021-09-10 16:00:00,explorer.exe,2433.217041015625,87,5.942728042602539,2.0,2,22
2021-09-10 16:30:00,explorer.exe,2289.4248046875,87,5.350081443786621,2.0,2,22
2021-09-10 17:00:00,explorer.exe,2270.40869140625,87,4.065375804901123,2.0,2,22
2021-09-10 13:30:00,Skype.exe,7623.271484375,189,10.968132019042969,0.0,3,23
2021-09-10 14:00:00,explorer.exe,4819.51953125,262,9.940633773803713,3.0,3,23
2021-09-10 14:30:00,opera.exe,6177.32275390625,181,13.069448471069336,3.0,3,23
2021-09-10 15:00:00,Skype.exe,6825.46484375,214,12.275384902954102,3.0,3,23
2021-09-10 15:30:00,explorer.exe,5629.5048828125,87,8.598651885986328,3.0,2,23
2021-09-10 16:00:00,explorer.exe,2913.782958984375,87,8.281124114990234,2.0,2,23
2021-09-10 16:30:00,explorer.exe,1583.761962890625,87,5.182028770446777,2.0,2,23
2021-09-10 17:00:00,explorer.exe,1211.289794921875,87,3.414883613586426,2.0,2,23
2021-09-10 13:30:00,explorer.exe,4828.6748046875,87,8.594305992126465,0.0,2,24
2021-09-10 14:00:00,explorer.exe,3006.026611328125,189,7.598249435424805,2.0,2,24
2021-09-10 14:30:00,explorer.exe,2022.514404296875,87,9.314935684204102,2.0,2,24
2021-09-10 15:00:00,explorer.exe,1740.2523193359375,87,4.312314033508301,2.0,2,24
2021-09-10 15:30:00,explorer.exe,1017.5030517578124,87,3.682354688644409,2.0,2,24
2021-09-10 16:00:00,explorer.exe,1838.6287841796875,87,4.819559574127197,2.0,2,24
2021-09-10 16:30:00,explorer.exe,2675.005859375,87,5.93093729019165,2.0,2,24
2021-09-10 17:00:00,explorer.exe,1702.6829833984375,87,5.628235816955566,2.0,2,24
2021-09-10 13:30:00,explorer.exe,3943.495361328125,87,6.92259407043457,0.0,2,25
2021-09-10 14:00:00,explorer.exe,4463.71337890625,181,9.860379219055176,2.0,2,25
2021-09-10 14:30:00,explorer.exe,3310.305908203125,87,7.392706871032715,2.0,2,25
2021-09-10 15:00:00,explorer.exe,1901.40869140625,87,3.7251806259155273,2.0,2,25
2021-09-10 15:30:00,explorer.exe,1608.203369140625,87,2.9811911582946777,2.0,2,25
2021-09-10 16:00:00,explorer.exe,961.7332763671876,87,2.8640286922454834,2.0,2,25
2021-09-10 16:30:00,explorer.exe,2916.77783203125,87,3.3018527030944824,2.0,2,25
2021-09-10 17:00:00,explorer.exe,3292.639404296875,87,3.495275020599365,2.0,2,25
2021-09-10 13:30:00,explorer.exe,6306.07275390625,189,10.881597518920898,0.0,2,26
2021-09-10 14:00:00,explorer.exe,4356.14306640625,434,11.172706604003906,2.0,2,26
2021-09-10 14:30:00,explorer.exe,4414.74072265625,87,6.139312267303467,2.0,2,26
2021-09-10 15:00:00,explorer.exe,3793.888916015625,87,5.806668281555176,2.0,2,26
2021-09-10 15:30:00,explorer.exe,2219.282470703125,87,4.4065446853637695,2.0,2,26
2021-09-10 16:00:00,explorer.exe,1375.145751953125,87,3.3513431549072266,2.0,2,26
2021-09-10 16:30:00,explorer.exe,1290.1627197265625,87,2.9981729984283447,2.0,2,26
2021-09-10 17:00:00,explorer.exe,869.38232421875,87,2.8303465843200684,2.0,2,26
2021-09-10 13:30:00,explorer.exe,4575.421875,87,8.937141418457031,0.0,2,27
2021-09-10 14:00:00,explorer.exe,4434.7158203125,197,8.867011070251465,2.0,2,27
2021-09-10 14:30:00,explorer.exe,3243.104248046875,87,9.04687786102295,2.0,2,27
2021-09-10 15:00:00,explorer.exe,2101.074462890625,87,5.061087608337402,2.0,2,27
2021-09-10 15:30:00,explorer.exe,1020.5633544921876,87,4.923157215118408,2.0,2,27
2021-09-10 16:00:00,explorer.exe,1170.3001708984375,87,4.0888519287109375,2.0,2,27
2021-09-10 16:30:00,explorer.exe,1199.16845703125,87,3.1559927463531494,2.0,2,27
2021-09-10 17:00:00,explorer.exe,2010.713134765625,87,3.682926893234253,2.0,2,27
2021-09-10 13:30:00,explorer.exe,4812.091796875,87,8.615056037902832,0.0,2,28
2021-09-10 14:00:00,explorer.exe,4438.29345703125,142,11.160282135009766,2.0,2,28
2021-09-10 14:30:00,explorer.exe,2166.2236328125,87,10.06462287902832,2.0,2,28
2021-09-10 15:00:00,explorer.exe,1838.4500732421875,87,6.280477523803711,2.0,2,28
2021-09-10 15:30:00,explorer.exe,1965.9747314453125,87,4.526134014129639,2.0,2,28
2021-09-10 16:00:00,explorer.exe,1742.5640869140625,87,3.421968698501587,2.0,2,28
2021-09-10 16:30:00,explorer.exe,2763.029296875,87,3.990061044692993,2.0,2,28
2021-09-10 17:00:00,explorer.exe,3720.510986328125,87,6.744268417358398,2.0,2,28
2021-09-10 13:30:00,opera.exe,5544.85107421875,181,12.994854927062988,0.0,2,29
2021-09-10 14:00:00,explorer.exe,2433.24072265625,87,8.54986572265625,2.0,2,29
2021-09-10 14:30:00,explorer.exe,2169.148681640625,181,8.991293907165527,2.0,1,29
2021-09-10 15:00:00,explorer.exe,2343.775634765625,181,11.015398025512695,1.0,1,29
2021-09-10 15:30:00,explorer.exe,2141.248291015625,434,11.105960845947266,1.0,2,29
2021-09-10 16:00:00,opera.exe,2758.01611328125,181,13.028210639953612,2.0,1,29
2021-09-10 16:30:00,explorer.exe,1794.5616455078125,200,11.909697532653809,1.0,2,29
2021-09-10 17:00:00,explorer.exe,849.94873046875,87,11.068934440612791,2.0,2,29
2021-09-10 13:30:00,explorer.exe,4763.4375,181,11.084857940673828,0.0,3,30
2021-09-10 14:00:00,explorer.exe,4201.017578125,189,7.731237888336182,3.0,2,30
2021-09-10 14:30:00,explorer.exe,3401.6103515625,87,5.278166770935059,2.0,2,30
2021-09-10 15:00:00,explorer.exe,3975.748046875,101,3.086141347885132,2.0,2,30
2021-09-10 15:30:00,explorer.exe,4175.7421875,101,2.690846920013428,2.0,2,30
2021-09-10 16:00:00,explorer.exe,4394.4560546875,87,2.477726697921753,2.0,2,30
2021-09-10 16:30:00,explorer.exe,2620.19287109375,87,2.400473594665528,2.0,2,30
2021-09-10 17:00:00,explorer.exe,4291.07958984375,87,2.541643619537353,2.0,2,30
2021-09-10 13:30:00,opera.exe,5327.03564453125,142,10.802387237548828,0.0,1,31
2021-09-10 14:00:00,explorer.exe,5047.3583984375,214,10.637982368469238,1.0,3,31
2021-09-10 14:30:00,opera.exe,3623.255126953125,214,11.36200714111328,3.0,3,31
2021-09-10 15:00:00,opera.exe,3351.5654296875,181,13.38512134552002,3.0,3,31
2021-09-10 15:30:00,opera.exe,4368.697265625,181,11.988780975341797,3.0,3,31
2021-09-10 16:00:00,opera.exe,3886.482666015625,171,11.547873497009276,3.0,2,31
2021-09-10 16:30:00,explorer.exe,2971.088623046875,434,9.293350219726562,2.0,2,31
2021-09-10 17:00:00,explorer.exe,2132.525634765625,87,7.494318008422852,2.0,2,31
2021-09-10 13:30:00,explorer.exe,3258.46435546875,87,6.473386287689209,0.0,2,32
2021-09-10 14:00:00,explorer.exe,2734.2041015625,87,5.846514225006104,2.0,1,32
2021-09-10 14:30:00,explorer.exe,2442.080322265625,200,11.446890830993652,1.0,1,32
2021-09-10 15:00:00,explorer.exe,1618.0772705078125,87,9.17454433441162,1.0,2,32
2021-09-10 15:30:00,explorer.exe,2157.786376953125,181,11.322189331054688,2.0,2,32
2021-09-10 16:00:00,opera.exe,2469.5205078125,181,13.605202674865724,2.0,1,32
2021-09-10 16:30:00,explorer.exe,2354.49755859375,434,13.638172149658203,1.0,2,32
2021-09-10 17:00:00,opera.exe,2067.549560546875,200,16.233200073242188,2.0,1,32
2021-09-10 13:30:00,explorer.exe,6130.9609375,197,8.30411148071289,0.0,2,33
2021-09-10 14:00:00,explorer.exe,1748.115966796875,87,7.306448936462402,2.0,2,33
2021-09-10 14:30:00,explorer.exe,975.0108642578124,87,3.7929916381835938,2.0,2,33
2021-09-10 15:00:00,explorer.exe,1150.1617431640625,87,3.119096279144287,2.0,2,33
2021-09-10 15:30:00,explorer.exe,1264.09228515625,87,3.134172201156616,2.0,2,33
2021-09-10 16:00:00,explorer.exe,2997.8134765625,87,4.539013862609863,2.0,2,33
2021-09-10 16:30:00,explorer.exe,4525.19189453125,87,4.408633232116699,2.0,2,33
2021-09-10 17:00:00,explorer.exe,4380.26318359375,87,5.898645877838135,2.0,2,33
2021-09-10 13:30:00,brave.exe,4334.0791015625,181,12.037680625915527,0.0,1,34
2021-09-10 14:00:00,opera.exe,2902.490966796875,171,11.71614933013916,1.0,3,34
2021-09-10 14:30:00,explorer.exe,2306.72119140625,87,7.400032520294189,3.0,2,34
2021-09-10 15:00:00,explorer.exe,1818.8802490234373,87,8.003000259399414,2.0,2,34
2021-09-10 15:30:00,explorer.exe,1142.5068359375,87,4.482779502868652,2.0,2,34
2021-09-10 16:00:00,explorer.exe,1269.6497802734375,87,4.040438175201416,2.0,2,34
2021-09-10 16:30:00,explorer.exe,1657.2314453125,87,5.281674385070801,2.0,2,34
2021-09-10 17:00:00,explorer.exe,3815.423583984375,87,6.654031276702881,2.0,2,34
2021-09-10 13:30:00,TopTracker.exe,7322.30615234375,118,10.70378303527832,0.0,3,35
2021-09-10 14:00:00,brave.exe,5395.87060546875,181,13.817694664001465,3.0,3,35
2021-09-10 14:30:00,brave.exe,5987.9970703125,181,12.770193099975586,3.0,3,35
2021-09-10 15:00:00,brave.exe,6154.14306640625,181,11.105602264404297,3.0,3,35
2021-09-10 15:30:00,explorer.exe,4099.05224609375,87,8.235780715942383,3.0,2,35
2021-09-10 16:00:00,explorer.exe,3988.31201171875,87,4.637575149536133,2.0,2,35
2021-09-10 16:30:00,explorer.exe,3496.40966796875,87,2.7058496475219727,2.0,2,35
2021-09-10 17:00:00,explorer.exe,1943.223388671875,87,2.475949764251709,2.0,2,35
2021-09-10 13:30:00,explorer.exe,5693.36376953125,95,10.686338424682615,0.0,2,36
2021-09-10 14:00:00,explorer.exe,3447.563232421875,87,7.702075958251953,2.0,2,36
2021-09-10 14:30:00,explorer.exe,1322.232666015625,87,7.392553329467773,2.0,2,36
2021-09-10 15:00:00,explorer.exe,1243.8670654296875,87,5.4012956619262695,2.0,2,36
2021-09-10 15:30:00,explorer.exe,1157.4891357421875,87,4.5364766120910645,2.0,2,36
2021-09-10 16:00:00,explorer.exe,1207.1549072265625,87,3.853448867797852,2.0,2,36
2021-09-10 16:30:00,explorer.exe,2593.6552734375,87,3.9745841026306152,2.0,2,36
2021-09-10 17:00:00,explorer.exe,1592.3212890625,87,4.179680824279785,2.0,2,36
2021-09-10 13:30:00,explorer.exe,4551.96728515625,434,11.533005714416504,0.0,2,37
2021-09-10 14:00:00,opera.exe,4720.77685546875,181,14.817927360534668,2.0,1,37
2021-09-10 14:30:00,opera.exe,3674.071533203125,200,13.978963851928713,1.0,2,37
2021-09-10 15:00:00,explorer.exe,2964.883544921875,483,10.318013191223145,2.0,2,37
2021-09-10 15:30:00,explorer.exe,1723.438232421875,434,8.947040557861328,2.0,2,37
2021-09-10 16:00:00,explorer.exe,1528.927001953125,87,7.392972469329834,2.0,2,37
